City,SubArea,Date,Address,BuildingType,LandArea,BuiltUp,PricePsf,Price
ampang,taman-cahaya,25/01/2017,"✕, JALAN CAHAYA 15",TERRACE FACTORY - END LOT,"6,488 ft²","10,373 ft²",432,"2,800,000"
ampang,taman-cahaya,06/07/2015,"✕, JALAN CAHAYA 15",TERRACE FACTORY,"2,800 ft²","10,373 ft²",429,"1,200,000"
ampang,taman-cahaya,,,,,,,
ampang,taman-dagang-jaya,14/12/2016,"✕✕, JALAN DAGANG 8A",TERRACE FACTORY - INTERMEDIATE,"1,916 ft²","5,466 ft²",679,"1,300,000"
ampang,taman-dagang-jaya,20/10/2015,"✕✕, JALAN DAGANG 10",TERRACE FACTORY - INTERMEDIATE,"1,916 ft²","5,466 ft²",611,"1,170,000"
ampang,taman-dagang-jaya,,,,,,,
subang-jaya,ss-13,17/06/2016,"✕, SS 13/3F",DETACHED FACTORY,"12,021 ft²","4,639 ft²",83,"1,000,000"
subang-jaya,ss-13,16/05/2016,"✕, JALAN SS 13/5",DETACHED FACTORY,,"30,799 ft²",243,"20,000,000"
subang-jaya,ss-13,29/09/2015,"✕✕. ✕, JALAN SS13/3E",DETACHED FACTORY,"9,899 ft²","1,885 ft²",424,"4,200,000"
subang-jaya,ss-13,04/08/2015,"✕, JALAN SS 13/3B",DETACHED FACTORY,"10,006 ft²","1,917 ft²",400,"4,000,000"
subang-jaya,ss-13,02/03/2015,"✕, JALAN SS 13/6C",DETACHED FACTORY,"12,045 ft²","1,917 ft²",282,"3,400,000"
subang-jaya,ss-13,09/01/2014,"✕, JALAN SS 13/6B",DETACHED FACTORY,"11,300 ft²","1,917 ft²",310,"3,500,000"
subang-jaya,ss-13,,,,,,,
serendah,sungai-choh-auto-city,02/06/2017,"✕✕. ✕✕✕✕ ✕, JALAN SUNGAI CHOH",TERRACE FACTORY - INTERMEDIATE,"1,575 ft²","4,431 ft²","1,050","1,653,750"
serendah,sungai-choh-auto-city,,,,,,,
serendah,bukit-beruntung,09/06/2015,"✕, JALAN KENANGA 6",OTHERS - WORKSHOP,940,"3,006,000","
							",
serendah,bukit-beruntung,,,,,,,
semenyih,kawasan-perindustrian-hi-tech-2,05/10/2016,"✕, JALAN 1, KAWASAN PERINDUSTRIAN HI-TECH 2",SEMI-D FACTORY,"20,040 ft²","6,076 ft²",130,"2,600,000"
semenyih,kawasan-perindustrian-hi-tech-2,15/07/2016,"✕✕.✕✕, JALAN 1, KAWASAN PERINDUSTRIAN HI-TECH 2",SEMI-D FACTORY,"17,044 ft²","6,076 ft²",135,"2,300,000"
semenyih,kawasan-perindustrian-hi-tech-2,17/08/2015,"✕, JALAN HI-TECH 5",SEMI-D FACTORY,"13,245 ft²","4,501 ft²",181,"2,400,000"
semenyih,kawasan-perindustrian-hi-tech-2,20/11/2014,"✕✕ ✕, JALAN 1",SEMI-D FACTORY,"26,535 ft²","4,844 ft²",103,"2,726,000"
semenyih,kawasan-perindustrian-hi-tech-2,15/09/2014,"✕✕, JALAN 1",DETACHED FACTORY,,"19,513 ft²",116,"5,380,000"
semenyih,kawasan-perindustrian-hi-tech-2,12/06/2014,"✕, JALAN 1",DETACHED FACTORY,,"22,371 ft²",83,"4,900,000"
semenyih,kawasan-perindustrian-hi-tech-2,18/11/2013,"✕✕, JALAN HI-TECH 6",SEMI-D FACTORY,"14,800 ft²","6,316 ft²",137,"2,025,000"
semenyih,kawasan-perindustrian-hi-tech-2,01/10/2013,"✕✕.✕, JALAN 1, KAWASAN PERINDUSTRIAN HI-TECH 2",SEMI-D FACTORY,"17,044 ft²","6,076 ft²",153,"2,600,000"
semenyih,kawasan-perindustrian-hi-tech-2,01/10/2013,"✕✕.✕✕, JALAN 1, KAWASAN PERINDUSTRIAN HI-TECH 2",SEMI-D FACTORY,"17,047 ft²","6,076 ft²",153,"2,600,000"
semenyih,kawasan-perindustrian-hi-tech-2,22/04/2011,"✕✕ ✕✕, JALAN HI-TECH 3/3",SEMI-D FACTORY,"18,067 ft²","4,175 ft²",101,"1,820,000"
semenyih,kawasan-perindustrian-hi-tech-2,,,,,,,
selayang,golden-harvest-business-park,09/07/2015,"✕✕.✕✕, JALAN BATU CAVES",SEMI-D FACTORY,"5,939 ft²","6,228 ft²",825,"4,900,000"
selayang,golden-harvest-business-park,,,,,,,
selayang,selayang-industrial-park,04/10/2016,"✕✕, JALAN SU 23",TERRACE FACTORY - INTERMEDIATE,"2,164 ft²","2,400 ft²",592,"1,280,000"
selayang,selayang-industrial-park,,,,,,,
klang,taman-perindustrian-bukit-naga,26/08/2015,"✕, JALAN SUNGAI JELUH 32/189",SEMI-D FACTORY,"10,592 ft²","3,697 ft²",293,"3,100,000"
klang,taman-perindustrian-bukit-naga,31/03/2015,"✕✕. ✕✕, JALAN SUNGAI JELUH 32/189",SEMI-D FACTORY,"10,592 ft²","3,697 ft²",283,"3,000,000"
klang,taman-perindustrian-bukit-naga,24/12/2014,"✕✕ ✕✕, JALAN SUNGAI JELUH 32/189",SEMI-D FACTORY,"10,592 ft²","3,697 ft²",274,"2,900,000"
klang,taman-perindustrian-bukit-naga,08/12/2014,"✕✕. ✕✕, JALAN SUNGAI JELUH 32/189 (P/L 3799)",SEMI-D FACTORY,"10,592 ft²","3,697 ft²",269,"2,850,000"
klang,taman-perindustrian-bukit-naga,20/11/2014,"✕✕. ✕✕, JALAN SUNGAI JELUH 32/189, BUKIT NAGA",SEMI-D FACTORY,"10,592 ft²","3,697 ft²",283,"3,000,000"
klang,taman-perindustrian-bukit-naga,07/05/2014,"✕✕. ✕✕, JALAN SUNGAI JELUH 32/189, BKIT NAGA, SEKSYEN 32",SEMI-D FACTORY,"10,592 ft²","3,775 ft²",269,"2,850,000"
klang,taman-perindustrian-bukit-naga,27/12/2013,"✕✕, JALAN SUNGAI JELUH 32/189",SEMI-D FACTORY,"10,592 ft²","3,697 ft²",269,"2,850,000"
klang,taman-perindustrian-bukit-naga,25/11/2013,"✕✕, JALAN SUNGAI JERLUH 32/189",SEMI-D FACTORY,"10,592 ft²","3,697 ft²",266,"2,820,000"
klang,taman-perindustrian-bukit-naga,23/10/2013,"✕✕, JLAAN SUNGAI JELUH 32/189",SEMI-D FACTORY,"10,592 ft²","3,697 ft²",266,"2,820,000"
klang,taman-perindustrian-bukit-naga,,,,,,,
kajang,taming-2-industrial-park,02/08/2016,"✕✕.✕, JALAN PERINDUSTRIAN BJ 2T 1/1",SEMI-D FACTORY,"15,866 ft²","5,444 ft²",233,"3,700,000"
kajang,taming-2-industrial-park,,,,,,,
rawang,platinum-industrial-park,10/01/2012,"✕✕.✕✕, JALAN PLATINUM 2",SEMI-D FACTORY,"21,840 ft²","6,066 ft²",161,"3,520,000"
rawang,platinum-industrial-park,03/01/2012,"✕✕, JALAN PLATINUM 2",SEMI-D FACTORY,"16,975 ft²","6,068 ft²",185,"3,148,300"
rawang,platinum-industrial-park,23/12/2011,"✕✕✕✕ ✕✕-✕✕, PLATINUM INDUSTRIAL PARK",SEMI-D FACTORY,"17,265 ft²","6,066 ft²",185,"3,200,000"
rawang,platinum-industrial-park,21/12/2011,"✕✕✕ ✕✕✕, PLATINUM INDUSTRIAL PARK",DETACHED FACTORY,"29,999 ft²","13,103 ft²",157,"4,700,000"
rawang,platinum-industrial-park,17/10/2011,"✕✕, JALAN PLATINUM 2",SEMI-D FACTORY,"16,953 ft²","6,066 ft²",193,"3,280,000"
rawang,platinum-industrial-park,14/09/2011,"✕✕✕✕ ✕✕-✕✕, PLATINUM INDUSTRIAL PARK",SEMI-D FACTORY,"16,953 ft²","6,066 ft²",193,"3,264,000"
rawang,platinum-industrial-park,,,,,,,
petaling-jaya,ss-8-petaling-jaya,23/02/2016,"✕, JALAN SS 8/6",DETACHED FACTORY,,,170,"35,820,000"
petaling-jaya,ss-8-petaling-jaya,30/10/2015,"✕, SS8/4",SEMI-D FACTORY,"38,309 ft²","18,336 ft²",286,"10,940,000"
petaling-jaya,ss-8-petaling-jaya,03/09/2013,"✕, SS8/6",SEMI-D FACTORY,"38,226 ft²","13,089 ft²",267,"10,215,000"
petaling-jaya,ss-8-petaling-jaya,03/09/2013,"✕, SS8/6",SEMI-D FACTORY,,"43,216 ft²",267,"14,785,000"
petaling-jaya,ss-8-petaling-jaya,,,,,,,
petaling-jaya,seksyen-13,31/10/2016,"✕✕. ✕, JALAN 13/4A",DETACHED FACTORY,,"24,819 ft²",410,"36,860,640"
petaling-jaya,seksyen-13,16/05/2016,"✕, JALAN SEMANGAT",MULTI-STOREY FACTORY,"27,898 ft²",,454,"12,653,000"
petaling-jaya,seksyen-13,16/05/2016,"✕✕, JALAN SEMANGAT",DETACHED FACTORY,,,454,"51,097,000"
petaling-jaya,seksyen-13,25/02/2015,"✕✕.✕, JALAN 13/6A",DETACHED FACTORY,"35,018 ft²",,780,"27,300,000"
petaling-jaya,seksyen-13,01/07/2008,"✕✕ ✕, JALAN 13/4",DETACHED FACTORY,,,163,"17,628,260"
petaling-jaya,seksyen-13,,,,,,,
klang,kawasan-industri-kampung-idaman--klang,02/08/2017,"✕✕, JALAN PERUSAHAAN 27",DETACHED FACTORY,"21,257 ft²","13,012 ft²",179,"3,800,000"
klang,kawasan-industri-kampung-idaman--klang,,,,,,,
klang,elite-industrial-area,20/04/2016,"✕✕. ✕ (✕✕✕ ✕✕), JALAN KECAPI 33/2, ELITE INDUSTRIAL PARK, SEKSYEN 33",DETACHED FACTORY,,"19,337 ft²",283,"16,500,000"
klang,elite-industrial-area,27/06/2014,"✕✕. ✕ (✕✕✕ ✕✕), JALAN KECAPI 33/2, ELITE INDUSTRIAL PARK, SEKSYEN 33",DETACHED FACTORY,,"19,337 ft²",189,"11,000,000"
klang,elite-industrial-area,,,,,,,
petaling-jaya,taman-desaria,25/01/2017,"✕✕, JALAN PJS 5/26",SEMI-D FACTORY,"8,712 ft²","7,895 ft²",448,"3,900,000"
petaling-jaya,taman-desaria,19/01/2017,"✕, JALAN PJS 5/26",SEMI-D FACTORY,"8,480 ft²","7,895 ft²",419,"3,550,000"
petaling-jaya,taman-desaria,30/09/2013,"✕✕, JALAN PJS 5/26",SEMI-D FACTORY,"6,908 ft²","7,895 ft²",594,"4,100,000"
petaling-jaya,taman-desaria,17/07/2008,"✕✕, JALAN PJS 5/26",SEMI-D FACTORY,"6,908 ft²","7,895 ft²",271,"1,872,978"
petaling-jaya,taman-desaria,31/03/2008,"✕✕ ✕✕, JALAN PJS 5/26",SEMI-D FACTORY,"8,712 ft²","7,895 ft²",226,"1,972,950"
petaling-jaya,taman-desaria,26/02/2008,"✕, JALAN PJS 5/26",SEMI-D FACTORY,"10,023 ft²","7,895 ft²",178,"1,787,870"
petaling-jaya,taman-desaria,,,,,,,
semenyih,off-jalan-sungai-lalang,17/04/2017,"✕✕ ✕✕✕✕, JALAN SUNGAI LALANG",DETACHED FACTORY,,"29,048 ft²",76,"3,300,000"
semenyih,off-jalan-sungai-lalang,,,,,,,
semenyih,industri-tech-semenyih-sungai-purun,13/01/2015,"✕✕✕✕✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"12,152 ft²","4,102 ft²",269,"3,268,800"
semenyih,industri-tech-semenyih-sungai-purun,24/12/2014,"✕✕-✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"11,875 ft²","4,102 ft²",273,"3,238,980"
semenyih,industri-tech-semenyih-sungai-purun,,,,,,,
semenyih,off-jalan-bangi-lama,14/07/2014,"✕✕✕✕✕, JALAN BANGI LAMA",DETACHED FACTORY,,"20,000 ft²",73,"3,200,000"
semenyih,off-jalan-bangi-lama,01/11/2013,"✕✕✕ ✕✕✕, BATU 1 3/4 JALAN BANGI",DETACHED FACTORY,,,108,"15,000,000"
semenyih,off-jalan-bangi-lama,,,,,,,
subang-jaya,taman-industri-puchong-perdana,03/03/2015,"✕✕. ✕✕, JALAN UTAMA 1/6",TERRACE FACTORY,"2,002 ft²","1,300 ft²",300,"600,000"
subang-jaya,taman-industri-puchong-perdana,,,,,,,
subang-jaya,ss-19,20/07/2017,"✕✕, JALAN SS 19/7, SUBANG JAYA",TERRACE FACTORY - CORNER LOT,"1,887 ft²","1,290 ft²",857,"1,617,000"
subang-jaya,ss-19,,,,,,,
rawang,taman-industri-puteri-permai,09/03/2010,"✕✕ ✕✕✕✕, PERSIARAN INDUSTRI PUTERI PERMAI",DETACHED FACTORY,"31,258 ft²","31,258 ft²",52,"1,640,016"
rawang,taman-industri-puteri-permai,,,,,,,
subang-jaya,usj-19,10/05/2016,"✕, JALAN USJ 19/4A",TERRACE FACTORY - INTERMEDIATE,"6,785 ft²","3,732 ft²",560,"3,800,000"
subang-jaya,usj-19,15/01/2016,"✕✕, JALAN USJ 19/2",TERRACE FACTORY,"1,600 ft²","1,230 ft²",519,"830,000"
subang-jaya,usj-19,26/09/2014,"✕✕, JALAN USJ 19/4A",TERRACE FACTORY - INTERMEDIATE,"3,000 ft²","3,732 ft²",693,"2,080,000"
subang-jaya,usj-19,21/08/2014,"✕, JALAN USJ 19/2",TERRACE FACTORY,"1,600 ft²","1,230 ft²",125,"200,000"
subang-jaya,usj-19,30/12/2010,"✕✕, JALAN SUBANG 7, LATITUDE@USJ 19",SEMI-D FACTORY,"12,033 ft²","5,841 ft²",340,"4,085,888"
subang-jaya,usj-19,,,,,,,
subang-jaya,usj-7,08/06/2017,"✕✕, JALAN USJ 7/3C",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","1,603 ft²",550,"880,000"
subang-jaya,usj-7,12/03/2015,"✕, JALAN USJ 7/3C",TERRACE FACTORY,"1,600 ft²","1,603 ft²",500,"800,000"
subang-jaya,usj-7,19/03/2014,"✕✕, USJ 7/3A",TERRACE FACTORY,"1,600 ft²","1,603 ft²",613,"980,000"
subang-jaya,usj-7,07/03/2014,"✕✕, JALAN USJ 7/3",TERRACE FACTORY,"2,500 ft²","2,542 ft²",472,"1,180,000"
subang-jaya,usj-7,05/04/2013,"✕, JALAN USJ 7/3B",TERRACE FACTORY,"2,500 ft²","2,542 ft²",456,"1,140,000"
subang-jaya,usj-7,,,,,,,
rawang,sungai-bakau,07/11/2014,"✕✕✕ ✕✕✕✕, OFF BATU ARANG",DETACHED FACTORY,,"29,260 ft²",64,"7,000,000"
rawang,sungai-bakau,,,,,,,
rawang,perusahaan-ringan-selangor-seksyen-18,25/07/2016,"✕✕ ✕✕✕✕, JALAN GARING UTAMA",OTHERS - WORKSHOP,238,"970,000","
							",
rawang,perusahaan-ringan-selangor-seksyen-18,,,,,,,
rawang,kundang-jaya,15/08/2014,"✕✕.✕✕, JALAN PKP 3/1",SEMI-D FACTORY,"10,452 ft²","6,222 ft²",239,"2,500,000"
rawang,kundang-jaya,,,,,,,
rawang,saujana-teknologi-rawang,24/08/2017,"✕✕✕ ✕✕, SAUJANA TEKNOLOGI RAWANG",SEMI-D FACTORY,"20,527 ft²","9,319 ft²",226,"4,648,300"
rawang,saujana-teknologi-rawang,27/12/2016,"✕✕✕ ✕, SAUJANA TEKNOLOGI RAWANG",SEMI-D FACTORY,"11,905 ft²","6,081 ft²",252,"3,002,708"
rawang,saujana-teknologi-rawang,15/08/2016,"✕✕✕ ✕✕, SAUJANA TEKNOLOGI RAWANG",DETACHED FACTORY,"23,379 ft²","6,533 ft²",179,"4,180,250"
rawang,saujana-teknologi-rawang,,,,,,,
rawang,taman-rawang-perdana,17/08/2015,"✕✕, JALAN RP 1",DETACHED FACTORY,,"33,910 ft²",98,"15,000,000"
rawang,taman-rawang-perdana,04/11/2013,"✕✕, JALAN RP1",DETACHED FACTORY,,"40,800 ft²",106,"18,450,000"
rawang,taman-rawang-perdana,,,,,,,
rawang,perusahaan-ringan-selangor-seksyen-18,01/12/2014,"✕✕ ✕✕✕✕, JALAN KUALA GARING",DETACHED FACTORY,"20,225 ft²","14,705 ft²",119,"2,400,000"
rawang,perusahaan-ringan-selangor-seksyen-18,17/06/2014,"✕✕ ✕✕✕✕, OFF JALAN BATU ARANG",DETACHED FACTORY,"12,314 ft²","8,509 ft²",134,"1,650,000"
rawang,perusahaan-ringan-selangor-seksyen-18,19/02/2014,"✕✕✕✕, JALAN BESAR GARING UTAMA",SEMI-D FACTORY,"5,995 ft²","3,200 ft²",100,"600,000"
rawang,perusahaan-ringan-selangor-seksyen-18,,,,,,,
rawang,taman-bukit-rahman-putra,04/09/2017,"✕✕✕ ✕✕, JALAN BRP 9/1B",DETACHED FACTORY,"21,775 ft²","6,167 ft²",404,"8,800,000"
rawang,taman-bukit-rahman-putra,10/06/2015,"✕, JALAN BRP 9/1C",DETACHED FACTORY,"38,309 ft²","18,004 ft²",300,"11,500,000"
rawang,taman-bukit-rahman-putra,02/03/2015,"✕✕, JALAN BRP 9/1B",DETACHED FACTORY,"28,793 ft²","12,207 ft²",260,"7,500,000"
rawang,taman-bukit-rahman-putra,26/11/2013,"✕✕✕ ✕, JALAN BRP 9/1C",DETACHED FACTORY,"21,905 ft²","8,000 ft²",253,"5,550,000"
rawang,taman-bukit-rahman-putra,,,,,,,
rawang,kawasan-perusahaan-ringan-pkns-batu-17,02/04/2015,"✕✕✕ ✕, JALAN PERUSAHAAN 3",DETACHED FACTORY,"38,836 ft²","3,304 ft²",188,"7,300,000"
rawang,kawasan-perusahaan-ringan-pkns-batu-17,10/07/2014,"✕✕✕ ✕, JALAN PERUSAHAAN 7",TERRACE FACTORY - INTERMEDIATE,"3,003 ft²","2,851 ft²",200,"600,000"
rawang,kawasan-perusahaan-ringan-pkns-batu-17,31/12/2013,"✕✕. ✕, JALAN PERUSAHAAN 1",DETACHED FACTORY,,"8,170 ft²",94,"4,300,000"
rawang,kawasan-perusahaan-ringan-pkns-batu-17,,,,,,,
rawang,kawasan-industri-bukit-rawang-jaya,09/05/2017,"✕✕.✕✕, OFF JALAN RAWANG - IPOH",SEMI-D FACTORY,"12,872 ft²","5,677 ft²",200,"2,580,000"
rawang,kawasan-industri-bukit-rawang-jaya,03/11/2016,"✕✕✕ ✕, OFF JALAN RAWANG - IPOH",SEMI-D FACTORY,"12,079 ft²","5,677 ft²",203,"2,450,000"
rawang,kawasan-industri-bukit-rawang-jaya,01/04/2014,"✕✕✕ ✕, OFF JALAN RAWANG - IPOH",SEMI-D FACTORY,"11,670 ft²","5,677 ft²",153,"1,785,600"
rawang,kawasan-industri-bukit-rawang-jaya,18/01/2013,"✕✕✕ ✕✕✕, OFF JALAN RAWANG - IPOH",SEMI-D FACTORY,"12,872 ft²","5,677 ft²",184,"2,365,200"
rawang,kawasan-industri-bukit-rawang-jaya,,,,,,,
petaling-jaya,the-highway-centre,18/05/2016,"✕-✕✕, JALAN 51/205, THE HIGHWAY CENTRE",MULTI-STOREY FACTORY,"2,949 ft²","2,949 ft²",102,"300,000"
petaling-jaya,the-highway-centre,18/05/2016,"✕-✕✕, JALAN 51/205, THE HIGHWAY CENTRE",MULTI-STOREY FACTORY,"3,122 ft²","3,122 ft²",96,"300,000"
petaling-jaya,the-highway-centre,08/01/2016,"✕✕✕✕ ✕✕. ✕✕-✕, JALAN 51/205",MULTI-STOREY FACTORY,"1,249 ft²","1,249 ft²",216,"270,000"
petaling-jaya,the-highway-centre,14/07/2014,"✕✕-✕-✕, JALAN 51/205 HIGHWAY CENTRE",MULTI-STOREY FACTORY,"1,938 ft²","1,938 ft²",361,"700,000"
petaling-jaya,the-highway-centre,29/06/1994,"✕-✕✕, JALAN 51/205, THE HIGHWAY CENTRE",MULTI-STOREY FACTORY,"2,949 ft²","2,949 ft²",197,"579,515"
petaling-jaya,the-highway-centre,29/06/1994,"✕-✕✕, JALAN 51/205, THE HIGHWAY CENTRE",MULTI-STOREY FACTORY,"3,122 ft²","3,122 ft²",186,"579,515"
petaling-jaya,the-highway-centre,28/11/1990,"✕✕, JALAN 51/205",TERRACE FACTORY - INTERMEDIATE,"7,675 ft²","5,490 ft²",156,"1,200,000"
petaling-jaya,the-highway-centre,,,,,,,
petaling-jaya,ss-26--petaling-jaya,14/07/2016,"✕✕, JALAN SS 26/15",TERRACE FACTORY - INTERMEDIATE,"2,160 ft²","3,119 ft²",903,"1,950,000"
petaling-jaya,ss-26--petaling-jaya,13/01/2016,"✕✕, JALAN SS 26/15",TERRACE FACTORY - INTERMEDIATE,"2,160 ft²","3,119 ft²",851,"1,838,000"
petaling-jaya,ss-26--petaling-jaya,19/06/2015,"✕, JALAN SS26/13",TERRACE FACTORY - INTERMEDIATE,"2,160 ft²","2,187 ft²",370,"800,000"
petaling-jaya,ss-26--petaling-jaya,17/11/2014,"✕✕✕, JALAN SS 26/11",TERRACE FACTORY - INTERMEDIATE,"2,160 ft²","2,187 ft²",694,"1,500,000"
petaling-jaya,ss-26--petaling-jaya,08/05/2014,"✕✕, JALAN SS 26/15",TERRACE FACTORY - INTERMEDIATE,"2,160 ft²","3,119 ft²",662,"1,430,000"
petaling-jaya,ss-26--petaling-jaya,21/03/2014,"✕✕, JALAN SS 26/13",TERRACE FACTORY - CORNER LOT,"2,160 ft²","3,119 ft²",801,"1,730,000"
petaling-jaya,ss-26--petaling-jaya,23/12/2013,"✕✕, JALAN SS 26/13",TERRACE FACTORY - INTERMEDIATE,"2,160 ft²","3,119 ft²",463,"1,000,000"
petaling-jaya,ss-26--petaling-jaya,30/08/2013,"✕✕, JALAN SS 26/13",TERRACE FACTORY - INTERMEDIATE,"2,160 ft²","2,187 ft²",556,"1,200,000"
petaling-jaya,ss-26--petaling-jaya,30/08/2013,"✕✕, JALAN SS 26/13",TERRACE FACTORY - INTERMEDIATE,"2,160 ft²","2,187 ft²",556,"1,200,000"
petaling-jaya,ss-26--petaling-jaya,,,,,,,
petaling-jaya,taman-petaling-utama,17/06/2016,"✕, JALAN PJS 1/21A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,997 ft²",699,"1,400,000"
petaling-jaya,taman-petaling-utama,18/11/2015,"✕✕, JALAN PJS 1/21A",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","2,997 ft²",600,"1,200,000"
petaling-jaya,taman-petaling-utama,28/10/2015,"✕, JALAN PJS 1/21A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,997 ft²",649,"1,300,000"
petaling-jaya,taman-petaling-utama,03/09/2015,"✕✕, JALAN PETALING UTAMA 3 (PJS 1/28)",TERRACE FACTORY - INTERMEDIATE,"2,340 ft²","2,964 ft²",641,"1,500,000"
petaling-jaya,taman-petaling-utama,30/03/2015,"✕✕, JALAN PETALING UTAMA (JALAN PJS 1/28)",TERRACE FACTORY - INTERMEDIATE,"2,340 ft²","2,964 ft²",477,"1,115,000"
petaling-jaya,taman-petaling-utama,23/12/2014,"✕, JALAN PJS 1/21A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,997 ft²",450,"900,000"
petaling-jaya,taman-petaling-utama,23/12/2014,"✕, JALAN PJS 1/21A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,997 ft²",450,"900,000"
petaling-jaya,taman-petaling-utama,06/11/2014,"✕, JALAN PJS 1/21A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,997 ft²",599,"1,200,000"
petaling-jaya,taman-petaling-utama,23/09/2013,"✕✕, JALAN PJS 1/30",TERRACE FACTORY - INTERMEDIATE,"2,080 ft²","2,704 ft²",481,"1,000,000"
petaling-jaya,taman-petaling-utama,20/05/2013,"✕✕, JALAN PETALING UTAMA 5",TERRACE FACTORY - INTERMEDIATE,"2,080 ft²","2,704 ft²",213,"443,720"
petaling-jaya,taman-petaling-utama,,,,,,,
petaling-jaya,ss25--petaling-jaya,12/07/2017,"✕✕, JALAN SS 25/41",TERRACE FACTORY - INTERMEDIATE,"3,003 ft²","5,488 ft²",699,"2,100,000"
petaling-jaya,ss25--petaling-jaya,20/02/2017,"✕✕, JALAN SS 25/28",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","3,433 ft²",650,"1,300,000"
petaling-jaya,ss25--petaling-jaya,20/02/2017,"✕✕, JALAN SS 25/28",TERRACE FACTORY - END LOT,"2,000 ft²","3,433 ft²",700,"1,400,000"
petaling-jaya,ss25--petaling-jaya,18/08/2016,"✕✕, JALAN SS 25/28",TERRACE FACTORY - INTERMEDIATE,"3,548 ft²","6,002 ft²",648,"2,300,000"
petaling-jaya,ss25--petaling-jaya,18/08/2016,"✕✕, JALAN SS 25/28",TERRACE FACTORY - INTERMEDIATE,"3,550 ft²","6,002 ft²",648,"2,300,000"
petaling-jaya,ss25--petaling-jaya,27/07/2016,"✕✕, JALAN SS25/28",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","3,433 ft²",750,"1,500,000"
petaling-jaya,ss25--petaling-jaya,01/07/2016,"✕✕, JALAN SS 25/32",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","3,433 ft²",700,"1,400,000"
petaling-jaya,ss25--petaling-jaya,07/06/2016,"✕✕, JALAN SS 25/28",TERRACE FACTORY,"2,000 ft²","3,433 ft²",700,"1,400,000"
petaling-jaya,ss25--petaling-jaya,07/12/2015,"✕✕, JALAN SS 25/32",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","3,433 ft²",460,"920,000"
petaling-jaya,taman-medan,28/11/2016,"✕✕, JALAN MEDAN 3 @ JALANPJS 3/2",TERRACE FACTORY - INTERMEDIATE,"1,800 ft²","1,632 ft²",294,"530,000"
petaling-jaya,taman-medan,28/11/2016,"✕✕, JALAN MEDAN 3 @ JALANPJS 3/2",TERRACE FACTORY - INTERMEDIATE,"1,800 ft²","1,632 ft²",294,"530,000"
petaling-jaya,taman-medan,10/10/2016,"✕✕. ✕✕✕ (✕✕ ✕✕✕✕), JALAN PJS 3/6",TERRACE FACTORY,"1,800 ft²","2,208 ft²",350,"630,000"
petaling-jaya,taman-medan,22/06/2015,"✕✕✕, JALAN PJS 3/7",TERRACE FACTORY - INTERMEDIATE,"1,800 ft²","2,208 ft²",317,"570,000"
petaling-jaya,ss25--petaling-jaya,15/09/2015,"✕✕, JALAN SS 25/28",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","3,433 ft²",523,"1,045,200"
petaling-jaya,ss25--petaling-jaya,,,,,,,
petaling-jaya,taman-medan,07/05/2015,"✕✕. ✕✕✕ (✕✕ ✕✕✕✕), JALAN PJS 3/6",TERRACE FACTORY,"1,800 ft²","2,208 ft²",194,"350,000"
petaling-jaya,taman-medan,10/02/2015,"✕✕✕, JALAN PJS 3/7 (MEDAN 7)",TERRACE FACTORY - INTERMEDIATE,"1,800 ft²","2,208 ft²",361,"650,000"
petaling-jaya,taman-medan,26/06/2014,"✕✕✕, JALAN PJS 3/6",TERRACE FACTORY - INTERMEDIATE,"1,800 ft²","2,208 ft²",367,"660,000"
petaling-jaya,taman-medan,04/02/2014,"✕✕, JALAN PJS 3/2",TERRACE FACTORY - INTERMEDIATE,"1,800 ft²","1,632 ft²",228,"410,000"
petaling-jaya,taman-medan,04/09/2013,"✕✕✕, JALAN PJS 3/4",TERRACE FACTORY - INTERMEDIATE,"1,800 ft²","1,632 ft²",239,"430,000"
petaling-jaya,taman-medan,03/07/2013,"✕✕, JALAN PJS 3/4",TERRACE FACTORY - INTERMEDIATE,"1,800 ft²","1,632 ft²",250,"450,000"
petaling-jaya,taman-medan,,,,,,,
klang,taman-sri-muda,25/11/2014,"✕✕, JALAN SAKSAMA 25/39",TERRACE FACTORY - INTERMEDIATE,"2,700 ft²","6,176 ft²",407,"1,100,000"
klang,taman-sri-muda,17/09/2013,"✕, JALAN UNGGUL 25/40",TERRACE FACTORY - INTERMEDIATE,"2,700 ft²","2,593 ft²",296,"800,000"
klang,taman-sri-muda,,,,,,,
klang,taman-klang-perdana,10/08/2015,"✕, JALAN LAKSAMANA 1/KS7",SEMI-D FACTORY,"16,393 ft²","9,714 ft²",436,"7,150,000"
