City,SubArea,Date,Address,BuildingType,LandArea,BuiltUp,PricePsf,Price
semenyih,semenyih-hi-tech-3,29/08/2014,"✕✕, JALAN HI-TECH 3/4",SEMI-D FACTORY,"13,875 ft²","7,438 ft²",223,"3,100,000"
semenyih,semenyih-hi-tech-3,11/07/2014,"✕, JALAN HI-TECH 3/3",SEMI-D FACTORY,"19,458 ft²","4,175 ft²",134,"2,600,000"
semenyih,semenyih-hi-tech-3,22/05/2014,"✕, JALAN HI-TECH 3/1",SEMI-D FACTORY,"19,782 ft²","4,175 ft²",111,"2,200,000"
semenyih,semenyih-hi-tech-3,12/05/2014,"✕, JALAN HI-TECH 3/3",SEMI-D FACTORY,"10,725 ft²","4,175 ft²",177,"1,900,000"
semenyih,semenyih-hi-tech-3,17/12/2013,"✕, JALAN HI-TECH 3/4",SEMI-D FACTORY,"17,550 ft²","7,438 ft²",178,"3,129,000"
semenyih,semenyih-hi-tech-3,,,,,,,
shah-alam,seksyen-27-shah-alam,15/08/2017,"✕, JALAN SUNGAI BULOH 27/101A (HICOM 27)",SEMI-D FACTORY,"11,550 ft²","4,072 ft²",429,"4,950,000"
shah-alam,seksyen-27-shah-alam,07/06/2017,"✕✕, JALAN PENDAMAR 27/90",TERRACE FACTORY,"4,680 ft²","3,636 ft²",342,"1,600,000"
shah-alam,seksyen-27-shah-alam,18/05/2017,"✕✕, JALAN PENDAMAR 27/90",TERRACE FACTORY,"4,680 ft²","3,456 ft²",342,"1,600,000"
shah-alam,seksyen-27-shah-alam,17/05/2017,"✕✕, JALAN SUNGAI BULOH 27/101A (HICOM 27)",SEMI-D FACTORY,"12,723 ft²","4,698 ft²",480,"6,110,000"
shah-alam,seksyen-27-shah-alam,29/08/2016,"✕, JALAN SUNGAI BULOH 27/101A (HICOM 27)",SEMI-D FACTORY,"12,723 ft²","4,698 ft²",480,"6,110,000"
shah-alam,seksyen-27-shah-alam,18/07/2016,"✕✕, JALAN SUNGAI BULOH 27/101A (HICOM 27)",SEMI-D FACTORY,"12,723 ft²","4,698 ft²",480,"6,110,000"
shah-alam,seksyen-27-shah-alam,03/06/2016,"✕✕, JALAN SUNGAI BULOH 27/101A (HICOM 27)",SEMI-D FACTORY,"12,723 ft²","4,698 ft²",393,"5,000,000"
shah-alam,seksyen-27-shah-alam,02/11/2015,"✕✕ ✕✕, JALAN 27/90",TERRACE FACTORY - INTERMEDIATE,"4,680 ft²","3,456 ft²",284,"1,330,000"
shah-alam,seksyen-27-shah-alam,19/10/2015,"✕✕ ✕✕, JALAN 27/90",TERRACE FACTORY - INTERMEDIATE,"9,430 ft²","3,578 ft²",276,"2,600,000"
shah-alam,seksyen-27-shah-alam,11/09/2015,"✕✕, JALAN SUNGAI BULOH 27/101A (HICOM 27)",SEMI-D FACTORY,"11,550 ft²","5,191 ft²",476,"5,500,000"
shah-alam,subang-hi-tech,07/06/2017,"✕✕, JALAN DELIMA 1/3",DETACHED FACTORY,,"32,085 ft²",267,"24,000,000"
shah-alam,seksyen-27-shah-alam,,,,,,,
shah-alam,subang-hi-tech,28/03/2017,"✕✕, JALAN NILAM 1/1",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,470 ft²",524,"1,050,000"
shah-alam,subang-hi-tech,28/03/2017,"✕✕ ✕✕, JALAN NILAM 1/1",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,470 ft²",524,"1,050,000"
shah-alam,subang-hi-tech,28/03/2017,"✕✕, JALAN NILAM 1/1",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,470 ft²",564,"1,130,000"
shah-alam,subang-hi-tech,14/03/2017,"✕✕✕ ✕✕, JALAN DELIMA 1/1",DETACHED FACTORY,,"28,709 ft²",254,"49,000,000"
shah-alam,subang-hi-tech,15/11/2016,"✕✕, JALAN NILAM 1/8",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","1,200 ft²",405,"650,000"
shah-alam,subang-hi-tech,04/10/2016,"✕✕✕ ✕✕, JALAN DELIMA 1/3",DETACHED FACTORY,,"10,707 ft²",288,"14,994,700"
shah-alam,subang-hi-tech,09/08/2016,"✕, JALAN NILAM 2",SEMI-D FACTORY,"9,709 ft²","4,559 ft²",427,"4,150,000"
shah-alam,subang-hi-tech,28/06/2016,"✕✕, JALAN NILAM 1/3",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,470 ft²",574,"1,150,000"
shah-alam,subang-hi-tech,26/05/2016,"✕✕, JALAN NILAM 1/2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,470 ft²",549,"1,100,000"
shah-alam,subang-hi-tech,,,,,,,
shah-alam,shah-alam-technology-park,12/07/2017,"✕✕, JALAN ANGKLONG 33/20",SEMI-D FACTORY,"25,446 ft²","5,906 ft²",236,"6,000,000"
shah-alam,shah-alam-technology-park,29/11/2016,"✕✕, JALAN TAMBUR 33/19",TERRACE FACTORY - INTERMEDIATE,"1,119 ft²","2,800 ft²",849,"950,000"
shah-alam,shah-alam-technology-park,28/11/2016,"✕✕, SALUNG 33/26",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,708 ft²",450,"900,000"
shah-alam,shah-alam-technology-park,28/09/2016,"✕✕ ✕✕, JALAN TAMBORIN 33/23",TERRACE FACTORY - END LOT,"2,002 ft²","2,800 ft²",445,"890,000"
shah-alam,shah-alam-technology-park,26/09/2016,"✕✕ ✕, JALAN TABLA 33/21",TERRACE FACTORY - CORNER LOT,"5,220 ft²","6,058 ft²",375,"1,960,000"
shah-alam,shah-alam-technology-park,27/06/2016,"✕✕ ✕, JALAN ANGKLUNG 33/20",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,800 ft²",460,"920,000"
shah-alam,shah-alam-technology-park,19/04/2016,"✕✕. ✕✕, JALAN ANGKLUNG 33/20",TERRACE FACTORY - END LOT,"2,002 ft²","2,800 ft²",450,"900,000"
shah-alam,shah-alam-technology-park,28/03/2016,"✕, JALAN TAMBUR 33/19",SEMI-D FACTORY,"8,816 ft²","5,589 ft²",312,"2,750,000"
shah-alam,shah-alam-technology-park,23/02/2016,"✕✕, JALAN 34/5",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,315 ft²",350,"700,000"
shah-alam,shah-alam-technology-park,26/01/2016,"✕✕, JALAN TABLA 33/21",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,800 ft²",412,"825,000"
shah-alam,shah-alam-technology-park,,,,,,,
shah-alam,amj-industrial-park,17/08/2017,"✕✕✕ ✕✕✕✕✕, JALAN TELUK BATU 2",TERRACE FACTORY - INTERMEDIATE,"1,798 ft²","2,304 ft²",367,"660,000"
shah-alam,amj-industrial-park,17/08/2017,"✕✕, LORONG TELOK BATU 7",TERRACE FACTORY,"1,600 ft²","1,450 ft²",281,"450,000"
shah-alam,amj-industrial-park,23/06/2017,"✕✕✕✕✕/✕✕, JALAN TELUK BATU 2",TERRACE FACTORY - INTERMEDIATE,420 ft²,"2,304 ft²","1,190","500,000"
shah-alam,amj-industrial-park,22/06/2017,"✕✕, JALAN TELOK BATU 7",TERRACE FACTORY - CORNER LOT,"3,746 ft²","3,747 ft²",288,"1,080,000"
shah-alam,amj-industrial-park,08/05/2017,"✕✕(✕✕✕✕✕), JALAN TELOK BATU 2",TERRACE FACTORY,"1,873 ft²","2,633 ft²",358,"670,000"
shah-alam,amj-industrial-park,11/11/2016,"✕✕ ✕✕, JALAN TELUK BATU 9",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","1,450 ft²",137,"220,000"
shah-alam,amj-industrial-park,11/08/2016,"✕✕ ✕✕✕✕✕, JALAN TELUK BATU 2",TERRACE FACTORY - INTERMEDIATE,"1,798 ft²","2,304 ft²",250,"450,000"
shah-alam,amj-industrial-park,22/06/2016,"✕✕, LORONG TELOK BATU 6A",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","1,800 ft²",190,"380,000"
shah-alam,amj-industrial-park,01/02/2016,"✕✕, LORONG TELOK BATU 3",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,633 ft²",350,"700,000"
shah-alam,amj-industrial-park,15/12/2015,"✕✕ ✕✕✕✕✕, JALAN TELUK BATU 4",TERRACE FACTORY - INTERMEDIATE,"1,916 ft²","2,633 ft²",313,"600,000"
shah-alam,amj-industrial-park,,,,,,,
shah-alam,bukit-kemuning-light-industrial-park,01/06/2017,"✕, JALAN INDUSTRI 2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,766 ft²",315,"630,000"
shah-alam,bukit-kemuning-light-industrial-park,20/04/2017,"✕✕ ✕, JALAN OMBOH DUA 34/1B",SEMI-D FACTORY,"15,274 ft²","1,400 ft²",98,"1,500,000"
shah-alam,bukit-kemuning-light-industrial-park,23/03/2017,"✕✕ ✕, JALAN OMBOH DUA 34/1",SEMI-D FACTORY,"13,492 ft²","1,400 ft²",111,"1,500,000"
shah-alam,bukit-kemuning-light-industrial-park,23/03/2017,"✕✕. ✕, JALAN OMBOH DUA 34/1B",SEMI-D FACTORY,"13,156 ft²","1,400 ft²",114,"1,500,000"
shah-alam,bukit-kemuning-light-industrial-park,28/11/2016,"✕✕ ✕✕, JALAN HON 34/10",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,315 ft²",350,"700,000"
shah-alam,bukit-kemuning-light-industrial-park,10/11/2016,"✕✕. ✕✕-✕, JALAN INDUSTRI 1",TERRACE FACTORY,"2,002 ft²","2,766 ft²",150,"300,000"
shah-alam,bukit-kemuning-light-industrial-park,21/10/2016,"✕, JALAN OMBOH DUA 34/1B",SEMI-D FACTORY,"10,216 ft²","5,800 ft²",117,"1,200,000"
shah-alam,bukit-kemuning-light-industrial-park,20/09/2016,"✕✕.✕✕, JALAN TAYAR 34/12",TERRACE FACTORY - INTERMEDIATE,"1,798 ft²","1,252 ft²",89,"160,000"
shah-alam,bukit-kemuning-light-industrial-park,26/08/2016,"✕✕ ✕, JALAN SUNGAI JERLUH 32/196",SEMI-D FACTORY,"16,084 ft²","4,926 ft²",361,"5,800,000"
shah-alam,bukit-kemuning-light-industrial-park,19/08/2016,"✕✕.✕✕, JALAN TAYAR 34/12",TERRACE FACTORY - INTERMEDIATE,"1,798 ft²","1,252 ft²",195,"350,000"
shah-alam,bukit-kemuning-light-industrial-park,,,,,,,
shah-alam,subang-international-light-industrial-park,16/03/2017,"✕✕, JALAN BULAN U5/171",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","2,895 ft²",511,"1,150,000"
shah-alam,subang-international-light-industrial-park,25/01/2017,"✕✕, JALAN BULAN U5/172",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","2,895 ft²",289,"650,000"
shah-alam,subang-international-light-industrial-park,18/01/2017,"✕✕, JALAN BULAN U5/171",TERRACE FACTORY - INTERMEDIATE,"2,790 ft²","3,780 ft²",412,"1,150,000"
shah-alam,subang-international-light-industrial-park,08/12/2016,"✕, JALAN BULAN U5/170",TERRACE FACTORY - INTERMEDIATE,"2,790 ft²","3,780 ft²",421,"1,175,000"
shah-alam,subang-international-light-industrial-park,11/11/2016,"✕✕, JALAN BULAN U5/172",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","1,452 ft²",281,"450,000"
shah-alam,subang-international-light-industrial-park,25/07/2016,"✕✕, JALAN BULAN U5/171",TERRACE FACTORY - END LOT,"3,600 ft²","4,632 ft²",444,"1,600,000"
shah-alam,subang-international-light-industrial-park,30/06/2016,"✕✕, JALAN BULAN U5/168",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","2,895 ft²",413,"930,000"
shah-alam,subang-international-light-industrial-park,03/06/2016,"✕✕, JALAN U5/172",TERRACE FACTORY - CORNER LOT,"4,136 ft²","3,539 ft²",150,"620,500"
shah-alam,subang-international-light-industrial-park,10/02/2016,"✕✕, JALAN BULAN U5/172",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","2,895 ft²",393,"885,000"
shah-alam,subang-international-light-industrial-park,06/01/2016,"✕✕, JALAN BULAN U5/171",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","2,895 ft²",422,"950,000"
shah-alam,subang-international-light-industrial-park,,,,,,,
shah-alam,seksyen-26-shah-alam,21/09/2017,"✕, JALAN SABAK BERNAM 26/7",DETACHED FACTORY,,,159,"14,476,000"
shah-alam,seksyen-26-shah-alam,17/07/2017,"✕✕, JALAN SERENDAH 26/41",SEMI-D FACTORY,"10,075 ft²","8,803 ft²",516,"5,200,000"
shah-alam,seksyen-26-shah-alam,07/07/2017,"✕, JALAN SERENDAH 26/40",SEMI-D FACTORY,"8,820 ft²","4,535 ft²",420,"3,700,000"
shah-alam,seksyen-26-shah-alam,15/06/2017,"✕✕, JALAN SERENDAH 26/39",SEMI-D FACTORY,"13,060 ft²","4,535 ft²",337,"4,400,000"
shah-alam,seksyen-26-shah-alam,26/04/2017,"✕✕, JALAN SERENDAH 26/41",SEMI-D FACTORY,"10,075 ft²","8,803 ft²",597,"6,019,300"
shah-alam,seksyen-26-shah-alam,21/04/2017,"✕✕, JALAN 26/39",SEMI-D FACTORY,"7,922 ft²","4,535 ft²",446,"3,530,000"
shah-alam,seksyen-26-shah-alam,19/04/2017,"✕✕, JALAN SERENDAH 26/39",SEMI-D FACTORY,"7,920 ft²","4,535 ft²",398,"3,150,000"
shah-alam,seksyen-26-shah-alam,17/04/2017,"✕, JALAN 26/4",TERRACE FACTORY - INTERMEDIATE,"3,900 ft²","2,155 ft²",413,"1,610,000"
shah-alam,seksyen-26-shah-alam,05/04/2017,"✕✕, JALAN 26/8",SEMI-D FACTORY,"6,000 ft²","3,536 ft²",333,"2,000,000"
shah-alam,seksyen-26-shah-alam,05/04/2017,"✕✕, JALAN BAGAN NIRA 26/8",SEMI-D FACTORY,"6,000 ft²","3,536 ft²",333,"2,000,000"
shah-alam,seksyen-26-shah-alam,,,,,,,
shah-alam,kota-kemuning-industrial-park,23/06/2017,"✕✕ ✕, JALAN ANGGERIK MOKARA 31/53",SEMI-D FACTORY,"17,028 ft²","1,155 ft²",249,"4,245,000"
shah-alam,kota-kemuning-industrial-park,21/04/2017,"✕✕, JALAN ANGGERIK MOKARA 31/63",SEMI-D FACTORY,"10,204 ft²","4,913 ft²",382,"3,900,000"
shah-alam,kota-kemuning-industrial-park,27/03/2017,"✕✕ ✕, JALAN SUNGAI JELUH 32/201",TERRACE FACTORY - INTERMEDIATE,"2,108 ft²","4,009 ft²",901,"1,900,000"
shah-alam,kota-kemuning-industrial-park,26/01/2017,"✕✕.✕✕, JALAN ANGGERIK MOKARA 31/47",DETACHED FACTORY,,"7,381 ft²",230,"10,000,000"
shah-alam,kota-kemuning-industrial-park,20/09/2016,"✕✕ ✕, JALAN SUNGAI JELUH 32/201",TERRACE FACTORY - INTERMEDIATE,"2,108 ft²","4,009 ft²",769,"1,620,000"
shah-alam,kota-kemuning-industrial-park,23/08/2016,"✕✕. ✕, JALAN ANGGERIK MOKARA 31/61",SEMI-D FACTORY,"10,495 ft²","4,913 ft²",381,"4,000,000"
shah-alam,kota-kemuning-industrial-park,12/08/2016,"✕✕, JALAN ANGGERIK MOKARA 31/50",DETACHED FACTORY,,"22,004 ft²",232,"11,350,000"
shah-alam,kota-kemuning-industrial-park,03/08/2016,"✕✕, JALAN ANGGERIK MOKARA 31/59",DETACHED FACTORY,,"15,113 ft²",232,"10,500,000"
shah-alam,kota-kemuning-industrial-park,26/06/2016,"✕✕, JALAN ANGGERIK MOKARA 31/63",TERRACE FACTORY,"3,251 ft²","2,503 ft²",231,"750,000"
shah-alam,kota-kemuning-industrial-park,20/05/2016,"✕✕, JALAN SUNGAI JELUH 32/201",TERRACE FACTORY - INTERMEDIATE,"2,108 ft²","4,009 ft²",830,"1,750,000"
shah-alam,kota-kemuning-industrial-park,,,,,,,
shah-alam,bukit-jelutong,02/08/2017,"✕✕✕, JALAN ASTAKA U8/88A",SEMI-D FACTORY,"8,883 ft²","3,177 ft²",400,"3,550,000"
shah-alam,bukit-jelutong,27/07/2017,"✕, JALAN ASTAKA U8/83",SEMI-D FACTORY,"23,842 ft²","18,048 ft²",336,"8,000,000"
shah-alam,bukit-jelutong,26/07/2017,"✕✕, JALAN ASTAKA U8/88A",SEMI-D FACTORY,"8,883 ft²","3,177 ft²",349,"3,100,000"
shah-alam,bukit-jelutong,08/05/2017,"✕✕, JALAN ASTAKA U8/84A",SEMI-D FACTORY,"7,920 ft²","2,525 ft²",511,"4,050,000"
shah-alam,bukit-jelutong,16/01/2017,"✕✕.✕✕, JALAN ASTAKA U8/83",SEMI-D FACTORY,"23,842 ft²","18,048 ft²",357,"8,500,000"
shah-alam,bukit-jelutong,30/12/2016,"✕✕, JALAN ASTAKA U8/84",SEMI-D FACTORY,"16,953 ft²","13,190 ft²",383,"6,500,000"
shah-alam,bukit-jelutong,12/07/2016,"✕✕, JALAN ASTAKA U8/84",SEMI-D FACTORY,"16,953 ft²","13,190 ft²",389,"6,600,000"
shah-alam,bukit-jelutong,20/06/2016,"✕✕, JALAN ASTAKA U8/88A",SEMI-D FACTORY,"8,974 ft²","3,177 ft²",446,"4,000,000"
shah-alam,bukit-jelutong,13/05/2016,"✕✕, JALAN ASTAKA U8/88B",SEMI-D FACTORY,"8,768 ft²","3,053 ft²",464,"4,070,000"
shah-alam,bukit-jelutong,03/03/2016,"✕✕, JALAN ASTAKA U8/88B",SEMI-D FACTORY,"6,903 ft²","3,053 ft²",550,"3,800,000"
shah-alam,bukit-jelutong,,,,,,,
serendah,taman-serendah-indah,20/06/2014,"✕✕.✕✕✕✕ ✕✕, JALAN INDAH 3",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","2,190 ft²",67,"159,962"
serendah,taman-serendah-indah,24/04/2012,"✕✕, JALAN INDAH 3",TERRACE FACTORY,"2,400 ft²","2,190 ft²",100,"240,000"
serendah,taman-serendah-indah,,,,,,,
serendah,sungai-choh,01/08/2016,"✕✕✕✕✕✕✕(✕✕✕✕✕✕&✕✕✕), JALAN MONOREL",DETACHED FACTORY,,"39,598 ft²",63,"42,000,000"
serendah,sungai-choh,06/05/2016,"✕✕✕✕✕✕, KAMPUNG MOHD TAIB",DETACHED FACTORY,,"1,171 ft²",115,"5,000,000"
serendah,sungai-choh,,,,,,,
serendah,pusat-perdagangan-seri-pagi,29/08/2017,"✕✕. ✕✕, JALAN SERI PAGI 2",TERRACE FACTORY - INTERMEDIATE,"2,277 ft²","1,176 ft²",92,"210,000"
serendah,pusat-perdagangan-seri-pagi,25/08/2017,"✕✕.✕, JALAN SERI PAGI 2",TERRACE FACTORY,"2,000 ft²","1,176 ft²",85,"170,000"
serendah,pusat-perdagangan-seri-pagi,05/04/2017,"✕✕. ✕, JALAN SERI PAGI 4",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","1,176 ft²",80,"160,000"
serendah,pusat-perdagangan-seri-pagi,05/12/2016,"✕✕. ✕✕, JALAN SERI PAGI 4A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,176 ft²",85,"170,000"
serendah,pusat-perdagangan-seri-pagi,29/08/2016,"✕✕✕, PUST PERDAGANGAN SRI PAGI",TERRACE FACTORY,"2,002 ft²","1,176 ft²",80,"160,000"
serendah,pusat-perdagangan-seri-pagi,25/03/2016,"✕✕.✕✕, JALAN SERI PAGI 4A",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","1,176 ft²",89,"178,000"
serendah,pusat-perdagangan-seri-pagi,31/10/2015,"✕✕.✕, JALAN SERI PAGI 3",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,176 ft²",84,"168,000"
serendah,pusat-perdagangan-seri-pagi,01/10/2015,"✕✕, JALAN SERI PAGI 3",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,176 ft²",72,"145,000"
serendah,pusat-perdagangan-seri-pagi,30/03/2015,"✕✕.✕✕, JALAN SERI PAGI 2",TERRACE FACTORY,43 ft²,"1,750 ft²","4,535","195,000"
serendah,pusat-perdagangan-seri-pagi,01/10/2014,"✕✕, JALAN SERI PAGI 3",TERRACE FACTORY,"1,950 ft²","1,696 ft²",51,"100,000"
serendah,pusat-perdagangan-seri-pagi,,,,,,,
serendah,kampung-mohd-taib,20/01/2017,"✕✕✕ ✕✕ ✕✕✕✕, JALAN MOHD TAIB",DETACHED FACTORY,"43,529 ft²","5,016 ft²",132,"5,750,000"
serendah,kampung-mohd-taib,20/01/2017,"✕✕✕ ✕✕ ✕✕✕✕, JALAN MOHD TAIB",DETACHED FACTORY,"43,486 ft²","21,219 ft²",132,"5,750,000"
serendah,kampung-mohd-taib,31/12/2013,"✕✕✕ ✕✕✕✕, JALAN SUNGAI BUAYA",DETACHED FACTORY,,,82,"8,900,000"
serendah,kampung-mohd-taib,18/12/2013,"✕✕✕ ✕✕✕✕✕ ✕✕✕✕ ✕✕✕✕, KAWASAN INDUSTRI SUNGAI CHOH",WAREHOUSE,,,82,"8,000,000"
serendah,kampung-mohd-taib,,,,,,,
serendah,gabung-sentosa-industrial-park,23/08/2017,"✕✕.✕, JALAN CEMPAKA 3A/1",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,577 ft²",105,"210,000"
serendah,gabung-sentosa-industrial-park,12/05/2017,"✕✕, JALAN CEMPAKA 4",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,577 ft²",200,"400,000"
serendah,gabung-sentosa-industrial-park,24/01/2017,"✕ (✕✕✕✕), JALAN CEMPAKA 3",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,577 ft²",190,"380,000"
serendah,gabung-sentosa-industrial-park,09/11/2016,"✕✕.✕✕, JALAN CEMPAKA 1A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,577 ft²",225,"450,000"
serendah,gabung-sentosa-industrial-park,09/11/2016,"✕✕.✕✕, JALAN CEMPAKA 1A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,577 ft²",212,"425,000"
serendah,gabung-sentosa-industrial-park,09/11/2016,"✕✕.✕✕, JALAN CEMPAKA 1A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,577 ft²",212,"425,000"
serendah,gabung-sentosa-industrial-park,26/09/2016,"✕✕.✕, JALAN CEMPAKA 3A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,577 ft²",50,"100,000"
serendah,gabung-sentosa-industrial-park,26/09/2016,"✕✕.✕, JALAN CEMPAKA 3A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,577 ft²",50,"100,000"
serendah,gabung-sentosa-industrial-park,22/07/2016,"✕, JALAN CEMPAKA 3",TERRACE FACTORY - CORNER LOT,"4,844 ft²","2,577 ft²",134,"650,000"
serendah,gabung-sentosa-industrial-park,22/07/2016,"✕✕.✕, JALAN CEMPAKA 3",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,577 ft²",225,"450,000"
serendah,gabung-sentosa-industrial-park,,,,,,,
serendah,rawang-corporate-industrial-park,18/07/2017,"✕✕✕✕✕✕✕, JALAN KESIDANG 1",SEMI-D FACTORY,"15,995 ft²","6,394 ft²",172,"2,750,000"
serendah,rawang-corporate-industrial-park,17/02/2017,"✕✕, JALAN KESIDANG 2",SEMI-D FACTORY,"16,146 ft²","2,317 ft²",170,"2,750,000"
serendah,rawang-corporate-industrial-park,01/12/2016,"✕✕ ✕✕✕✕✕, NO.37, JALAN KESIDANG 1",SEMI-D FACTORY,"18,805 ft²","2,352 ft²",223,"4,187,000"
serendah,rawang-corporate-industrial-park,30/06/2016,"✕✕✕✕✕, UNIT K95, JALAN KESIDANG 2",SEMI-D FACTORY,"20,236 ft²","6,394 ft²",189,"3,820,000"
serendah,rawang-corporate-industrial-park,20/06/2016,"✕✕✕✕✕✕✕, JALAN KESIDANG 2",SEMI-D FACTORY,"19,698 ft²","6,031 ft²",177,"3,480,000"
serendah,rawang-corporate-industrial-park,04/05/2016,"✕✕, JALAN KESIDANG 1",SEMI-D FACTORY,"16,932 ft²","2,499 ft²",177,"3,000,000"
serendah,rawang-corporate-industrial-park,22/03/2016,"✕✕ ✕✕✕✕✕, UNIT K15, JALAN KESIDANG 1",SEMI-D FACTORY,"15,995 ft²","2,145 ft²",186,"2,980,000"
serendah,rawang-corporate-industrial-park,28/01/2016,"✕✕✕, JALAN KESIDANG 1",SEMI-D FACTORY,"16,932 ft²","2,352 ft²",174,"2,950,000"
serendah,rawang-corporate-industrial-park,04/11/2015,"✕✕✕✕✕✕✕ (✕✕✕✕ ✕✕✕), JALAN KESIDANG 2",SEMI-D FACTORY,"15,995 ft²","6,394 ft²",175,"2,800,000"
serendah,rawang-corporate-industrial-park,15/03/2015,"✕✕ ✕✕✕✕✕, JALAN KESIDANG 2",SEMI-D FACTORY,"24,542 ft²","2,352 ft²",196,"4,800,000"
serendah,rawang-corporate-industrial-park,,,,,,,
serendah,bukit-sentosa,01/08/2017,"✕✕.✕, JALAN KEMUNTING 3D",TERRACE FACTORY - INTERMEDIATE,"1,989 ft²","1,300 ft²",26,"52,000"
serendah,bukit-sentosa,21/07/2017,"✕✕, JALAN SERI PAGI 3A",SEMI-D FACTORY,"5,175 ft²","3,085 ft²",79,"410,000"
serendah,bukit-sentosa,07/07/2017,"✕✕.✕✕, JALAN KAMUNTING 3",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","1,300 ft²",50,"99,000"
serendah,bukit-sentosa,06/07/2017,"✕✕, JALAN SEROJA 4D",TERRACE FACTORY - INTERMEDIATE,"2,013 ft²","1,958 ft²",104,"210,000"
serendah,bukit-sentosa,06/07/2017,"✕✕, JALAN SEROJA 4D",TERRACE FACTORY - INTERMEDIATE,"2,013 ft²","1,958 ft²",104,"210,000"
serendah,bukit-sentosa,05/07/2017,"✕✕, JALAN TELIPOT 2D/2",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,815 ft²",49,"98,000"
serendah,bukit-sentosa,11/05/2017,"✕✕, JALAN KAMUNTING 1C",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","1,139 ft²",47,"75,000"
serendah,bukit-sentosa,11/05/2017,"✕, JALAN BUNGA RAYA 6A/3",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","1,957 ft²",29,"58,000"
serendah,bukit-sentosa,05/04/2017,"✕✕, JALAN SEROJA 6D",TERRACE FACTORY - INTERMEDIATE,"2,007 ft²","1,920 ft²",75,"150,000"
serendah,bukit-sentosa,06/03/2017,"✕✕, JALAN SERI PAGI 3B",SEMI-D FACTORY,"5,175 ft²","3,086 ft²",31,"160,000"
serendah,bukit-sentosa,,,,,,,
serendah,bukit-beruntung,29/08/2017,"✕✕, JALAN KANTAN 2G",TERRACE FACTORY - END LOT,"2,002 ft²","2,125 ft²",125,"250,000"
serendah,bukit-beruntung,03/08/2017,"✕✕, JALAN KANTAN 2H",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,125 ft²",110,"220,000"
serendah,bukit-beruntung,27/07/2017,"✕✕. ✕, JALAN KANTAN 2H",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,125 ft²",119,"238,000"
serendah,bukit-beruntung,25/07/2017,"✕✕.✕✕, JALAN KANTAN 2I",TERRACE FACTORY - END LOT,"2,002 ft²","2,125 ft²",130,"260,000"
serendah,bukit-beruntung,22/06/2017,"✕✕. ✕✕, JALAN KANTAN 2H",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,125 ft²",35,"70,000"
serendah,bukit-beruntung,05/06/2017,"✕✕, JALAN JEJARUM 3C",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,300 ft²",75,"150,000"
serendah,bukit-beruntung,01/06/2017,"✕✕, JALAN JEJARUM 2",TERRACE FACTORY,"1,604 ft²","1,120 ft²",69,"110,000"
