City,Year,CityAddress,BuildingType,LandArea,PricePsf
subang jaya,2015,"subang jaya, /‰Ï¥/‰Ï¥‰Ï¥), jalan subang 3",TERRACE FACTORY - INTERMEDIATE,"2,640",303
subang jaya,2015,"subang jaya, /‰Ï¥/‰Ï¥‰Ï¥, jalan subang 3",TERRACE FACTORY - INTERMEDIATE,"1,539",630
subang jaya,2014,"subang jaya, jalan subang 3",MULTI-STOREY FACTORY,624,"1,343"
subang jaya,2013,"subang jaya, /‰Ï¥/‰Ï¥‰Ï¥, jalan subang 3",TERRACE FACTORY - INTERMEDIATE,"1,539",351
serendah,2017,"serendah, jalan kantan 2g",TERRACE FACTORY - END LOT,"2,002",125
serendah,2017,"serendah, jalan kantan 2h",TERRACE FACTORY - INTERMEDIATE,"2,002",110
serendah,2017,"serendah, jalan kantan 2h",TERRACE FACTORY - INTERMEDIATE,"2,002",119
serendah,2017,"serendah, jalan kantan 2i",TERRACE FACTORY - END LOT,"2,002",130
serendah,2017,"serendah, jalan kantan 2h",TERRACE FACTORY - INTERMEDIATE,"2,002",35
serendah,2017,"serendah, jalan jejarum 3c",TERRACE FACTORY - INTERMEDIATE,"2,002",75
serendah,2017,"serendah, jalan jejarum 2",TERRACE FACTORY,"1,604",69
serendah,2017,"serendah, jalan melati",DETACHED FACTORY,"35,080",153
serendah,2017,"serendah, jalan jenjarum 4a",TERRACE FACTORY - INTERMEDIATE,"2,002",113
serendah,2017,"serendah, jalan jejarum 1b",TERRACE FACTORY - INTERMEDIATE,"2,002",72
subang jaya,2017,"subang jaya, jalan tpj 9",TERRACE FACTORY,"2,000",458
subang jaya,2016,"subang jaya, jalan pju 1a/18 (jalan tpj 9)",TERRACE FACTORY - INTERMEDIATE,"2,000",423
subang jaya,2016,"subang jaya, jalan pju 1a/8",TERRACE FACTORY - INTERMEDIATE,"2,875",296
subang jaya,2016,"subang jaya, jalan tpj 6",TERRACE FACTORY - INTERMEDIATE,"2,000",475
subang jaya,2015,"subang jaya, jalan pju 1a/15 (tpj 8)",TERRACE FACTORY - INTERMEDIATE,"2,875",348
subang jaya,2015,"subang jaya, jalan tpj 9",TERRACE FACTORY - INTERMEDIATE,"2,000",458
subang jaya,2015,"subang jaya, jalan tpj 9",TERRACE FACTORY - INTERMEDIATE,"2,000",458
subang jaya,2015,"subang jaya, jalan tpj 3",TERRACE FACTORY - INTERMEDIATE,"2,875",383
subang jaya,2014,"subang jaya, jalan tpj 10",TERRACE FACTORY - INTERMEDIATE,"2,000",483
subang jaya,2014,"subang jaya, jalan tpj 3",TERRACE FACTORY - INTERMEDIATE,"4,290",338
subang jaya,2017,"subang jaya, jalan subang 7, latitude",SEMI-D FACTORY,"12,033",432
subang jaya,2017,"subang jaya, /‰Ï¥ ‰Ï¥), jalan subang 3",DETACHED FACTORY,"4,144",314
subang jaya,2017,"subang jaya, jalan subang 7/1 (twin park)",SEMI-D FACTORY,"9,225",460
subang jaya,2016,"subang jaya, /‰Ï¥ ‰Ï¥), jalan subang 3",DETACHED FACTORY,"4,090",416
subang jaya,2014,"subang jaya, /‰Ï¥ ‰Ï¥‰Ï¥), jalan subang 4",TERRACE FACTORY - END LOT,"3,151",317
subang jaya,2016,"subang jaya, jalan subang 4, subang light industrial park",TERRACE FACTORY - INTERMEDIATE,"2,040",368
subang jaya,2014,"subang jaya, jalan subang 4, taman industrial sungai penaga",TERRACE FACTORY - INTERMEDIATE,"2,070",338
subang jaya,2013,"subang jaya, jalan subang 3, taman industri sungai penaga",MULTI-STOREY FACTORY,"1,539",351
subang jaya,2016,"subang jaya, jalan industri usj 1/13",TERRACE FACTORY - END LOT,"2,002",549
subang jaya,2016,"subang jaya, jalan industri usj 1/14",TERRACE FACTORY - CORNER LOT,"2,605",418
subang jaya,2015,"subang jaya, jalan industri usj 1/13",TERRACE FACTORY - END LOT,"2,002",549
subang jaya,2015,"subang jaya, jalan industri usj 1/13",TERRACE FACTORY,"2,002",400
subang jaya,2014,"subang jaya, jalan industri usj 1/4",TERRACE FACTORY,"2,002",495
subang jaya,2017,"subang jaya, jalan tp 7/4",TERRACE FACTORY,"3,000",463
subang jaya,2017,"subang jaya, jalan tp 3/2",TERRACE FACTORY - CORNER LOT,"4,316",695
subang jaya,2016,"subang jaya, jalan tp 7/6",TERRACE FACTORY - END LOT,"3,000",460
subang jaya,2016,"subang jaya, jalan tp 7/4",TERRACE FACTORY - INTERMEDIATE,"3,000",500
subang jaya,2016,"subang jaya, jalan tp 7/7",TERRACE FACTORY - INTERMEDIATE,"3,000",483
subang jaya,2016,"subang jaya, jalan tp 5a",SEMI-D FACTORY,"9,420",476
subang jaya,2015,"subang jaya, jalan tp 3/1",TERRACE FACTORY - INTERMEDIATE,"2,497",601
subang jaya,2015,"subang jaya, jalan tp 7/8",TERRACE FACTORY - CORNER LOT,"3,584",251
subang jaya,2017,"subang jaya, jalan ts 6/10",TERRACE FACTORY - INTERMEDIATE,"2,002",559
subang jaya,2017,"subang jaya, jalan ts 6/2",TERRACE FACTORY - INTERMEDIATE,"1,604",468
subang jaya,2017,"subang jaya, jalan ts 6/5",TERRACE FACTORY - INTERMEDIATE,"1,604",513
subang jaya,2017,"subang jaya, jalan ts 6",TERRACE FACTORY - INTERMEDIATE,"1,604",393
subang jaya,2017,"subang jaya, jalan ts 6/6",TERRACE FACTORY - INTERMEDIATE,"1,604",156
subang jaya,2016,"subang jaya, jalan ts 6/7",TERRACE FACTORY - INTERMEDIATE,"1,604",405
subang jaya,2016,"subang jaya, jalan ts 6/2",TERRACE FACTORY - INTERMEDIATE,"1,604",411
subang jaya,2016,"subang jaya, jalan ts 6/9",SEMI-D FACTORY,"10,904",252
subang jaya,2016,"subang jaya, jalan ts 6/5",TERRACE FACTORY - INTERMEDIATE,"1,604",481
subang jaya,2016,"subang jaya, jalan ts 6/3",TERRACE FACTORY - INTERMEDIATE,"1,604",436
subang jaya,2017,"subang jaya, jalan industri usj 1/11",TERRACE FACTORY,"2,002",500
subang jaya,2017,"subang jaya, jalan industri 1/10",TERRACE FACTORY - INTERMEDIATE,"1,604",405
subang jaya,2017,"subang jaya, jalan industri usj 1/11",TERRACE FACTORY - INTERMEDIATE,"2,002",549
subang jaya,2017,"subang jaya, usj 1/1 @ psm 1",SEMI-D FACTORY,"7,201",309
subang jaya,2017,"subang jaya, jalan usj 1/11",TERRACE FACTORY - INTERMEDIATE,"2,002",612
subang jaya,2016,"subang jaya, jalan usj 1/4, taman perinduatrian usj 1",TERRACE FACTORY - INTERMEDIATE,"2,002",549
subang jaya,2016,"subang jaya, jalan industri usj 1/14",TERRACE FACTORY - INTERMEDIATE,"2,002",598
subang jaya,2016,"subang jaya, jalan industri usj 1/14",TERRACE FACTORY - INTERMEDIATE,"2,002",598
subang jaya,2016,"subang jaya, jalan industri usj 1/13",TERRACE FACTORY - INTERMEDIATE,"2,680",410
subang jaya,2016,"subang jaya, jalan industri 1/18",TERRACE FACTORY - INTERMEDIATE,"1,604",449
kajang,2015,"kajang, jalan asa 8",TERRACE FACTORY - INTERMEDIATE,"3,003",260
kajang,2015,"kajang, jalan asa 8",TERRACE FACTORY - INTERMEDIATE,"3,003",260
kajang,2017,"kajang, jalan alfa impian 2",SEMI-D FACTORY,"18,169",319
kajang,2017,"kajang, jalan alfa impian 2",SEMI-D FACTORY,"15,478",291
kajang,2016,"kajang, jalan alfa impian 1",SEMI-D FACTORY,"9,989",250
kajang,2015,"kajang, jalan 5",TERRACE FACTORY - INTERMEDIATE,"1,760",227
kajang,2015,"kajang, jalan indah 1",TERRACE FACTORY - INTERMEDIATE,"2,400",408
kajang,2015,"kajang, jalan indah",TERRACE FACTORY - CORNER LOT,"3,089",381
kajang,2014,"kajang, jalan indah 1",TERRACE FACTORY - INTERMEDIATE,"2,400",354
kajang,2013,"kajang, jalan indah",TERRACE FACTORY - INTERMEDIATE,"2,400",271
kajang,2013,"kajang, jalan indah",TERRACE FACTORY - INTERMEDIATE,"2,400",271
kajang,2016,"kajang, jalan kidamai 2/1, taman industri kidamai 2",SEMI-D FACTORY,"13,759",283
kajang,2014,"kajang, jade industrial park",SEMI-D FACTORY,"13,754",327
kajang,2014,"kajang, jade industrial park",SEMI-D FACTORY,"13,764",282
kajang,2014,"kajang, jade industrial park",SEMI-D FACTORY,"13,759",327
kajang,2014,"kajang, jade industrial park",SEMI-D FACTORY,"13,747",327
kajang,2013,"kajang, jade industrial park",SEMI-D FACTORY,"10,060",447
kajang,2016,"kajang, jalan mega 2/1",SEMI-D FACTORY,"19,267",187
kajang,2016,"kajang, mega 2/1",SEMI-D FACTORY,"19,257",226
kajang,2016,"kajang, jalan mega a",SEMI-D FACTORY,"8,697",276
kajang,2016,"kajang, mega 2/1",SEMI-D FACTORY,"19,224",218
kajang,2016,"kajang, jalan mega a",SEMI-D FACTORY,"8,694",276
kajang,2015,"kajang, mega 2/1",SEMI-D FACTORY,"19,321",217
kajang,2015,"kajang, mega 2/1",SEMI-D FACTORY,"19,246",208
kajang,2017,"kajang, jalan seksyen 1/23",TERRACE FACTORY - INTERMEDIATE,"2,002",315
kajang,2016,"kajang, jalan seksyen 1/25",TERRACE FACTORY - INTERMEDIATE,"2,002",295
kajang,2016,"kajang, jalan seksyen 1/18",TERRACE FACTORY - INTERMEDIATE,"2,002",335
kajang,2016,"kajang, jalan seksyen 1/21",TERRACE FACTORY - INTERMEDIATE,"2,000",270
kajang,2016,"kajang, jalan seksyen 1/23",TERRACE FACTORY - INTERMEDIATE,"2,002",290
kajang,2016,"kajang, jalan seksyen 1/21",TERRACE FACTORY - INTERMEDIATE,"2,002",307
kajang,2015,"kajang, jalan seksyen 1/27",TERRACE FACTORY - INTERMEDIATE,"2,000",300
kajang,2015,"kajang, jalan seksyen 1/27",TERRACE FACTORY - INTERMEDIATE,"2,002",300
kajang,2015,"kajang, jalan seksyen 1/21",TERRACE FACTORY,"2,002",250
kajang,2015,"kajang, jalan seksyen 1/19",TERRACE FACTORY - INTERMEDIATE,"2,000",340
kajang,2017,"kajang, jalan sc 5/e",TERRACE FACTORY - INTERMEDIATE,"1,604",62
kajang,2017,"kajang, jalan sc 4",TERRACE FACTORY - INTERMEDIATE,"3,003",300
kajang,2017,"kajang, jalan sc 8",SEMI-D FACTORY,"10,710",327
kajang,2017,"kajang, jalan sc 8",SEMI-D FACTORY,"10,710",327
kajang,2017,"kajang, jalan sc 8",SEMI-D FACTORY,"12,368",235
kajang,2017,"kajang, jalan sc 1",SEMI-D FACTORY,"8,396",345
kajang,2017,"kajang, jalan sc/2",TERRACE FACTORY - INTERMEDIATE,"3,003",330
kajang,2017,"kajang, jalan sc/ 2",TERRACE FACTORY - INTERMEDIATE,"3,003",346
kajang,2017,"kajang, jalan sc 6",SEMI-D FACTORY,"10,645",440
kajang,2017,"kajang, jalan sc 2",TERRACE FACTORY - INTERMEDIATE,"3,003",300
kajang,2017,"kajang, jalan ba 2/1",SEMI-D FACTORY,"12,637",309
kajang,2017,"kajang, jalan bukit angkat",SEMI-D FACTORY,"13,024",230
kajang,2017,"kajang, jalan ba/10",TERRACE FACTORY - INTERMEDIATE,"2,002",639
kajang,2017,"kajang, /‰Ï¥, kawasan perindustrian bukit angkat 3 (gb land",SEMI-D FACTORY,"16,543",342
kajang,2016,"kajang, /‰Ï¥, kawasan perindustrian bukit angkat 3 (gb land",SEMI-D FACTORY,"16,559",317
kajang,2016,"kajang, jalan ba 2/1",SEMI-D FACTORY,"13,283",286
kajang,2016,"kajang, jalan ba /10",TERRACE FACTORY - INTERMEDIATE,"2,002",639
kajang,2016,"kajang, /‰Ï¥, kawasan perindustrian bukit angkat 3 (gb land",SEMI-D FACTORY,"16,534",317
kajang,2017,"kajang, jalan p2/11",TERRACE FACTORY - END LOT,"2,400",429
kajang,2017,"kajang, jalan p2/9",TERRACE FACTORY - INTERMEDIATE,"1,600",311
kajang,2017,"kajang, jalan p2/8",TERRACE FACTORY - INTERMEDIATE,"1,600",344
kajang,2017,"kajang, jalan p2/16",TERRACE FACTORY - INTERMEDIATE,"2,400",363
kajang,2017,"kajang, jalan p2/16",TERRACE FACTORY - INTERMEDIATE,"2,400",363
kajang,2017,"kajang, jalan p2/5",TERRACE FACTORY - INTERMEDIATE,"2,560",301
kajang,2017,"kajang, jalan p2/16",TERRACE FACTORY - INTERMEDIATE,"2,400",333
kajang,2017,"kajang, jalan p4/8b",SEMI-D FACTORY,"8,435",439
kajang,2017,"kajang, jalan p4/8a",SEMI-D FACTORY,"18,686",182
kajang,2017,"kajang, jalan p 2/16",TERRACE FACTORY - INTERMEDIATE,"2,400",304
ampang,2014,"ampang, jalan merdeka ria 2",TERRACE FACTORY,"1,873",854
ampang,2014,"ampang, jalan merdeka ria 2",TERRACE FACTORY,"1,873",481
ampang,2014,"ampang, jalan merdeka ria 1",TERRACE FACTORY,"2,002",789
ampang,2014,"ampang, jalan merdeka ria 1",TERRACE FACTORY,"2,002",749
ampang,2016,"ampang, mewah 3/5",TERRACE FACTORY,"2,400",244
ampang,2016,"ampang, jalan mewah 3/5",TERRACE FACTORY,"2,400",417
ampang,2015,"ampang, jalan pandan mewah 3/4",TERRACE FACTORY,"2,400",617
ampang,2014,"ampang, mewah 3/3",TERRACE FACTORY,"2,400",583
ampang,2014,"ampang, mewah 3/5",TERRACE FACTORY,"2,400",542
ampang,2014,"ampang, jalan mewah 3/5",TERRACE FACTORY,"2,668",592
ampang,2016,"ampang, jalan 6/14",SEMI-D FACTORY,"11,250",409
ampang,2016,"ampang, jalan 6/11",SEMI-D FACTORY,"18,759",299
ampang,2017,"ampang, jalan kencana 20",SEMI-D FACTORY,"3,600",417
ampang,2017,"ampang, jalan kencana 18",SEMI-D FACTORY,"3,600",639
ampang,2015,"ampang, jalan kencana 20",SEMI-D FACTORY,"3,600",472
ampang,2015,"ampang, jalan kencana 20",SEMI-D FACTORY,"3,600",472
ampang,2015,"ampang, jalan kencana 20",SEMI-D FACTORY,"7,364",462
ampang,2015,"ampang, jalan kencana 20",SEMI-D FACTORY,"3,599",528
ampang,2013,"ampang, jalan perdana 10/8",TERRACE FACTORY - CORNER LOT,"2,400","7,292"
ampang,2016,"ampang, jalan 2",TERRACE FACTORY - INTERMEDIATE,"2,002",699
ampang,2016,"ampang, jalan 2",TERRACE FACTORY - INTERMEDIATE,"2,002",749
ampang,2015,"ampang, jalan 3",TERRACE FACTORY - INTERMEDIATE,"2,002",129
ampang,2014,"ampang, jalan 4",DETACHED FACTORY,"7,266",434
ampang,2014,"ampang, jalan 2",TERRACE FACTORY - INTERMEDIATE,"2,002",749
ampang,2017,"ampang, kaws industrial kampung baru cina",DETACHED FACTORY,"12,056",368
ampang,2017,"ampang, jalan 14",DETACHED FACTORY,"6,000",267
ampang,2017,"ampang, jalan 11",DETACHED FACTORY,"6,738",364
ampang,2015,"ampang, kampung baru cina",DETACHED FACTORY,"9,000",176
ampang,2015,"ampang, jalan 11",DETACHED FACTORY,"7,535",398
ampang,2015,"ampang, jalan 11",DETACHED FACTORY,"7,050",369
ampang,2014,"ampang, jalan 11",DETACHED FACTORY,"7,266",454
ampang,2013,"ampang, jalan 11",DETACHED FACTORY,"7,911",276
ampang,2013,"ampang, jalan 12 kampung baru ampang tambahan",DETACHED FACTORY,"11,496",339
ampang,2017,"ampang, jalan bukit permai utama 3",SEMI-D FACTORY,"7,840",485
ampang,2017,"ampang, jalan bukit permai utama 3",SEMI-D FACTORY,"10,339",484
ampang,2016,"ampang, jalan bukit permai utama 3",SEMI-D FACTORY,"7,200",514
ampang,2015,"ampang, jalan bukit permai utama 2",TERRACE FACTORY - INTERMEDIATE,"2,497",621
ampang,2015,"ampang, jalan bukit permai utama tiga",SEMI-D FACTORY,"17,487",286
ampang,2014,"ampang, jalan bukit permai utama 3",SEMI-D FACTORY,"7,200",514
ampang,2014,"ampang, jalan bukit permai utaman satu",SEMI-D FACTORY,"6,824",542
ampang,2014,"ampang, jalan bukit permai utama 3",SEMI-D FACTORY,"7,200",521
ampang,2014,"ampang, jalan bukit permai utama tiga",SEMI-D FACTORY,"7,200",521
ampang,2014,"ampang, jalan bukit permai utaman satu",SEMI-D FACTORY,"6,663",468
ampang,2017,"ampang, jalan lj 3",TERRACE FACTORY - INTERMEDIATE,"1,324",680
ampang,2017,"ampang, &‰Ï¥‰Ï¥-‰Ï¥, jalan lj 5",TERRACE FACTORY - INTERMEDIATE,"1,539",498
ampang,2017,"ampang, & ‰Ï¥‰Ï¥-‰Ï¥, jalan lj3",TERRACE FACTORY - INTERMEDIATE,"1,324",468
ampang,2016,"ampang, jalan lj 3",TERRACE FACTORY - INTERMEDIATE,"1,324",680
ampang,2015,"ampang, jalan lj 3",TERRACE FACTORY - INTERMEDIATE,"1,324",491
ampang,2015,"ampang, & ‰Ï¥‰Ï¥-‰Ï¥, jalan lj 5",TERRACE FACTORY - INTERMEDIATE,"1,539",559
ampang,2015,"ampang, & ‰Ï¥-‰Ï¥, jalan lj 5",TERRACE FACTORY - INTERMEDIATE,"1,539",559
ampang,2014,"ampang, & ‰Ï¥‰Ï¥-‰Ï¥, jalan lj4",TERRACE FACTORY - INTERMEDIATE,"1,539",390
ampang,2014,"ampang, & ‰Ï¥‰Ï¥-‰Ï¥, jalan lj 2",TERRACE FACTORY - INTERMEDIATE,"1,324",619
ampang,2014,"ampang, jalan lj 2",TERRACE FACTORY - INTERMEDIATE,"1,324",589
subang jaya,2017,"subang jaya, jalan ss 19/7, subang jaya",TERRACE FACTORY - CORNER LOT,"1,887",857
subang jaya,2017,"subang jaya, jalan usj 7/3c",TERRACE FACTORY - INTERMEDIATE,"1,600",550
subang jaya,2015,"subang jaya, jalan usj 7/3c",TERRACE FACTORY,"1,600",500
subang jaya,2014,"subang jaya, usj 7/3a",TERRACE FACTORY,"1,600",613
subang jaya,2014,"subang jaya, jalan usj 7/3",TERRACE FACTORY,"2,500",472
subang jaya,2013,"subang jaya, jalan usj 7/3b",TERRACE FACTORY,"2,500",456
subang jaya,2016,"subang jaya, jalan usj 19/4a",TERRACE FACTORY - INTERMEDIATE,"6,785",560
subang jaya,2016,"subang jaya, jalan usj 19/2",TERRACE FACTORY,"1,600",519
subang jaya,2014,"subang jaya, jalan usj 19/4a",TERRACE FACTORY - INTERMEDIATE,"3,000",693
subang jaya,2014,"subang jaya, jalan usj 19/2",TERRACE FACTORY,"1,600",125
subang jaya,2015,"subang jaya, jalan utama 1/6",TERRACE FACTORY,"2,002",300
shah alam,2016,"shah alam, jalan bawang putih 24/34",SEMI-D FACTORY,"13,961",179
shah alam,2016,"shah alam, jalan bawang putih 24/34",SEMI-D FACTORY,"19,267",176
shah alam,2015,"shah alam, jalan 24/35",TERRACE FACTORY - CORNER LOT,"5,259",266
shah alam,2014,"shah alam, jalan 24/35",TERRACE FACTORY,"3,360",193
shah alam,2017,"shah alam, jalan marikh u5/174",TERRACE FACTORY - CORNER LOT,"4,026",435
shah alam,2017,"shah alam, jalan marikh u5/175(dimensi kristal)",TERRACE FACTORY - INTERMEDIATE,"2,400",412
shah alam,2014,"shah alam, jalan marikh u5/173(dimensi kristal)",TERRACE FACTORY - INTERMEDIATE,"2,400",381
shah alam,2014,"shah alam, jalan marikh u5/173",TERRACE FACTORY - INTERMEDIATE,"2,400",492
shah alam,2014,"shah alam, jalan marikh u5/176",TERRACE FACTORY - INTERMEDIATE,"1,604",334
shah alam,2013,"shah alam, jalan marikh u5/175",TERRACE FACTORY - INTERMEDIATE,"2,400",375
shah alam,2013,"shah alam, jalan marikh u5/177",TERRACE FACTORY - INTERMEDIATE,"2,960",338
semenyih,2013,"semenyih, jalan 1, kawasan perindustrian lekas 18",SEMI-D FACTORY,"11,330",353
semenyih,2013,"semenyih, jalan 1, kawasan perindustrian lekas 18",SEMI-D FACTORY,"11,309",363
semenyih,2017,"semenyih, jalan besi 1/1",SEMI-D FACTORY,"10,163",196
semenyih,2017,"semenyih, jalan besi 1/1",SEMI-D FACTORY,"10,604",198
semenyih,2013,"semenyih, jalan besi 1/1",SEMI-D FACTORY,"11,396",205
semenyih,2013,"semenyih, jalan besi 1/1",SEMI-D FACTORY,"10,977",192
semenyih,2013,"semenyih, jalan besi 1/1",SEMI-D FACTORY,"16,284",179
semenyih,2013,"semenyih, jalan besi 1/1",SEMI-D FACTORY,"10,584",205
semenyih,2013,"semenyih, jalan besi 1/1",SEMI-D FACTORY,"21,371",175
semenyih,2013,"semenyih, jalan besi 1/1",SEMI-D FACTORY,"14,845",204
semenyih,2015,"semenyih, p/l 39357",SEMI-D FACTORY,"17,814",209
semenyih,2014,"semenyih, p/l 39357",SEMI-D FACTORY,"17,750",210
semenyih,2014,"semenyih, p/l 39357",SEMI-D FACTORY,"17,696",210
semenyih,2014,"semenyih, jalan 2, kawasan perindustrian lekas 18",SEMI-D FACTORY,"18,912",200
semenyih,2016,"semenyih, semenyih integrated 1",SEMI-D FACTORY,"13,822",200
semenyih,2015,"semenyih, semenyih integrated 1",SEMI-D FACTORY,"14,800",216
semenyih,2014,"semenyih, semenyih integrated",SEMI-D FACTORY,"13,818",137
shah alam,2014,"shah alam, jalan 17/58a",TERRACE FACTORY,"2,074",216
shah alam,2013,"shah alam, jalan spring 34/23",SEMI-D FACTORY,"25,898",212
batu arang,2017,"batu arang, off jalan kuala selangor",SEMI-D FACTORY,"16,007",185
batu arang,2017,"batu arang, off jalan kuala selangor",SEMI-D FACTORY,"16,007",200
batu arang,2017,"batu arang, off jalan kuala selangor",SEMI-D FACTORY,"16,007",185
batu arang,2016,"batu arang, off jalan kuala selangor",SEMI-D FACTORY,"16,007",185
batu arang,2016,"batu arang, off jalan kuala selangor",SEMI-D FACTORY,"16,000",185
batu arang,2016,"batu arang, kota puteri seksyen 6",SEMI-D FACTORY,"17,070",147
batu arang,2016,"batu arang, off jalan kuala selangor",SEMI-D FACTORY,"24,406",125
batu arang,2016,"batu arang, off jalan kuala selangor",SEMI-D FACTORY,"16,000",206
batu arang,2016,"batu arang, off jalan kuala selangor",SEMI-D FACTORY,"34,450",101
batu arang,2016,"batu arang, off jalan kuala selangor",SEMI-D FACTORY,"20,098",144
balakong,2016,"balakong, jalan teras 1",SEMI-D FACTORY,"12,002",287
balakong,2016,"balakong, jalan teras 3",SEMI-D FACTORY,"12,002",292
balakong,2014,"balakong, jalan teras 1",SEMI-D FACTORY,"10,915",312
balakong,2013,"balakong, jalan teras 1",SEMI-D FACTORY,"20,559",229
balakong,2013,"balakong, jalan teras 2",SEMI-D FACTORY,"17,513",262
balakong,2017,"balakong, jalan 6/2",TERRACE FACTORY - INTERMEDIATE,"1,600",449
balakong,2017,"balakong, jalan 7/1",TERRACE FACTORY - INTERMEDIATE,"1,600",453
balakong,2017,"balakong, jalan 7/1",TERRACE FACTORY,"1,600",497
balakong,2017,"balakong, jalan 6/2",TERRACE FACTORY - INTERMEDIATE,"1,600",438
balakong,2017,"balakong, jalan perusahaan 3, industri selesa jaya 2",SEMI-D FACTORY,"11,905",336
balakong,2016,"balakong, jalan 5/1",TERRACE FACTORY,"4,000",225
balakong,2016,"balakong, jalan 1/5",TERRACE FACTORY,"4,000",225
balakong,2016,"balakong, jalan 2/2a",TERRACE FACTORY - INTERMEDIATE,"2,400",579
balakong,2016,"balakong, jalan perusahaan 3, industri selesa jaya 2",SEMI-D FACTORY,"12,970",339
balakong,2016,"balakong, jalan 7/5",TERRACE FACTORY,"2,000",375
balakong,2016,"balakong, jalan kb 2/15",SEMI-D FACTORY,"14,025",298
balakong,2014,"balakong, pec lot 5199",DETACHED FACTORY,"39,783",163
balakong,2017,"balakong, jalan p1 balakong",TERRACE FACTORY,"2,799",429
balakong,2017,"balakong, jalan p1",TERRACE FACTORY,"2,799",429
balakong,2017,"balakong, jalan p1",TERRACE FACTORY,"2,799",429
balakong,2017,"balakong, jalan kpb 8",SEMI-D FACTORY,"19,687",203
balakong,2016,"balakong, jalan p8 perdana 8",SEMI-D FACTORY,"7,944",611
balakong,2016,"balakong, off jalan balakong",DETACHED FACTORY,"39,041",190
balakong,2017,"balakong, jalan taming 6",TERRACE FACTORY - INTERMEDIATE,"2,400",563
balakong,2017,"balakong, jalan taming p/1",SEMI-D FACTORY,"7,804",397
balakong,2017,"balakong, jalan taming 6",TERRACE FACTORY - CORNER LOT,"3,487",373
balakong,2017,"balakong, jalan taming 5",TERRACE FACTORY - INTERMEDIATE,"2,400",553
balakong,2017,"balakong, jalan taming 5",TERRACE FACTORY - END LOT,"2,400",542
balakong,2017,"balakong, jalan taming 7",TERRACE FACTORY - INTERMEDIATE,"2,400",575
balakong,2017,"balakong, jalan taming 7",TERRACE FACTORY - INTERMEDIATE,"2,400",575
balakong,2017,"balakong, taming p/1",SEMI-D FACTORY,"7,761",354
balakong,2016,"balakong, jalan taming 7",TERRACE FACTORY,"2,160",477
balakong,2016,"balakong, jalan tanming 8",TERRACE FACTORY - INTERMEDIATE,"2,000",650
beranang,2014,"beranang, jalan kasuma 2/1, bandar tasik kesuma",DETACHED FACTORY,"56,628",114
balakong,2017,"balakong, jalan bj2t 2/2",SEMI-D FACTORY,"14,330",161
balakong,2017,"balakong, jalan bj 2-7",SEMI-D FACTORY,"8,920",314
balakong,2017,"balakong, jalan one industrial park 2, one industrial",SEMI-D FACTORY,"7,675",408
balakong,2017,"balakong, jalan one industrial park 2",SEMI-D FACTORY,"2,422","1,349"
balakong,2017,"balakong, jalan one industrial park 2, one industrial",SEMI-D FACTORY,"9,182",316
balakong,2016,"balakong, jalan balakong jaya 6",TERRACE FACTORY - INTERMEDIATE,"2,002",544
balakong,2016,"balakong, jalan perindustrian balakong jaya 2",SEMI-D FACTORY,"10,818",287
balakong,2016,"balakong, jalan balakong jaya 6",TERRACE FACTORY - INTERMEDIATE,"2,002",524
balakong,2016,"balakong, jalan balakong jaya 6",TERRACE FACTORY - INTERMEDIATE,"2,002",497
beranang,2014,"beranang, jalan perindustrian mahkota 7",DETACHED FACTORY,"24,391",287
beranang,2014,"beranang, jalan perindustrian mahkota 3/e",TERRACE FACTORY - INTERMEDIATE,"1,604",120
beranang,2014,"beranang, jalan perindustrian mahkota 3/e",TERRACE FACTORY - INTERMEDIATE,"1,604",112
beranang,2016,"beranang, jl perusahaan 3",DETACHED FACTORY,"87,120",120
beranang,2016,"beranang, jl perusahaan 4",DETACHED FACTORY,"91,476",87
beranang,2014,"beranang, jalan perusahaan 1",DETACHED FACTORY,"204,732",43
beranang,2014,"beranang, jalan perusahaan 1",DETACHED FACTORY,"108,900",70
beranang,2013,"beranang, jalan perusahaan 2",DETACHED FACTORY,"196,020",33
shah alam,2013,"shah alam, jalan utarid u5/29",TERRACE FACTORY - INTERMEDIATE,"3,003",366
shah alam,2016,"shah alam, jalan bukit kemuning",SEMI-D FACTORY,"8,525",223
shah alam,2014,"shah alam, jalan bukit kemuning",SEMI-D FACTORY,"8,525",252
shah alam,2014,"shah alam, batu 6 jalan bukit kemuning",SEMI-D FACTORY,"11,356",220
shah alam,2015,"shah alam, jalan su 8a",TERRACE FACTORY,"1,485",337
shah alam,2014,"shah alam, jalan su 8",DETACHED FACTORY,"42,410",170
shah alam,2017,"shah alam, batu 7/2 jalan bukit kemuning p/l 1921",TERRACE FACTORY - INTERMEDIATE,"2,077",144
shah alam,2016,"shah alam, jalan raja lumu 35/132 (p/l 1234)",SEMI-D FACTORY,"12,077",282
shah alam,2016,"shah alam, jalan bukit kemuning",DETACHED FACTORY,"31,635",110
shah alam,2016,"shah alam, jalan 5 off jalan bukit rimau",TERRACE FACTORY - INTERMEDIATE,"6,631",102
shah alam,2016,"shah alam, jalan 5 off jalan bukit rimau",TERRACE FACTORY - END LOT,"6,631",102
shah alam,2014,"shah alam, jalan 5",TERRACE FACTORY - END LOT,"6,631",360
